"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar  [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"31.01.2019 17:00 - 31.01.2019 17:15","31","35","","2640","2433","","5116","4298",""
"31.01.2019 17:15 - 31.01.2019 17:30","3","4","","2628","2378","","5514","4784",""
"31.01.2019 17:30 - 31.01.2019 17:45","1","1","","2616","2327","","5918","5258",""
"31.01.2019 17:45 - 31.01.2019 18:00","1","1","","2610","2275","","6281","5699",""
"31.01.2019 18:00 - 31.01.2019 18:15","0","0","","2597","2226","","6682","6171",""
"31.01.2019 18:15 - 31.01.2019 18:30","0","0","","2581","2175","","7117","6718",""
"31.01.2019 18:30 - 31.01.2019 18:45","0","0","","2556","2123","","7548","7283",""
"31.01.2019 18:45 - 31.01.2019 19:00","0","0","","2535","2074","","7964","7845",""
"31.01.2019 19:00 - 31.01.2019 19:15","0","0","","2513","2024","","8389","8412",""
"31.01.2019 19:15 - 31.01.2019 19:30","0","0","","2488","2036","","8741","8865",""
"31.01.2019 19:30 - 31.01.2019 19:45","0","0","","2469","2043","","9097","9335",""
"31.01.2019 19:45 - 31.01.2019 20:00","0","0","","2454","2055","","9460","9806",""
"31.01.2019 20:00 - 31.01.2019 20:15","0","0","","2435","2077","","9823","10257",""
"31.01.2019 20:15 - 31.01.2019 20:30","0","0","","2436","2123","","10171","10621",""
"31.01.2019 20:30 - 31.01.2019 20:45","0","0","","2437","2175","","10521","10975",""
"31.01.2019 20:45 - 31.01.2019 21:00","0","0","","2433","2220","","10873","11331",""
"31.01.2019 21:00 - 31.01.2019 21:15","0","0","","2434","2274","","11249","11682",""
"31.01.2019 21:15 - 31.01.2019 21:30","0","0","","2454","2321","","11608","12025",""
"31.01.2019 21:30 - 31.01.2019 21:45","0","0","","2482","2377","","11955","12356",""
"31.01.2019 21:45 - 31.01.2019 22:00","0","0","","2507","2431","","12306","12669",""
"31.01.2019 22:00 - 31.01.2019 22:15","0","0","","2529","2483","","12559","12869",""
"31.01.2019 22:15 - 31.01.2019 22:30","0","0","","2595","2559","","12840","13133",""
"31.01.2019 22:30 - 31.01.2019 22:45","0","0","","2667","2643","","13113","13382",""
"31.01.2019 22:45 - 31.01.2019 23:00","0","0","","2742","2718","","13383","13621",""
"31.01.2019 23:00 - 31.01.2019 23:15","0","0","","2817","2788","","13639","13853",""
"31.01.2019 23:15 - 31.01.2019 23:30","0","0","","2902","2838","","13923","14142",""
"31.01.2019 23:30 - 31.01.2019 23:45","0","0","","2983","2887","","14215","14432",""
"31.01.2019 23:45 - 01.02.2019 00:00","0","0","","3064","2933","","14491","14728",""
"01.02.2019 00:00 - 01.02.2019 00:15","0","0","","2987","3256","","14173","15079",""
"01.02.2019 00:15 - 01.02.2019 00:30","0","0","","3054","3402","","14407","15231",""
"01.02.2019 00:30 - 01.02.2019 00:45","0","0","","3119","3375","","14637","15530",""
"01.02.2019 00:45 - 01.02.2019 01:00","0","0","","3179","3400","","14870","15839",""
"01.02.2019 01:00 - 01.02.2019 01:15","0","0","","3258","3431","","15098","15981",""
"01.02.2019 01:15 - 01.02.2019 01:30","0","0","","3364","3527","","15256","15977",""
"01.02.2019 01:30 - 01.02.2019 01:45","0","0","","3462","3571","","15415","15992",""
"01.02.2019 01:45 - 01.02.2019 02:00","0","0","","3565","3701","","15556","15889",""
"01.02.2019 02:00 - 01.02.2019 02:15","0","0","","3667","3812","","15590","15969",""
"01.02.2019 02:15 - 01.02.2019 02:30","0","0","","3762","3864","","15718","16207",""
"01.02.2019 02:30 - 01.02.2019 02:45","0","0","","3864","4025","","15832","16355",""
"01.02.2019 02:45 - 01.02.2019 03:00","0","0","","3962","4060","","15941","16453",""
"01.02.2019 03:00 - 01.02.2019 03:15","0","0","","4043","4177","","16037","16682",""
"01.02.2019 03:15 - 01.02.2019 03:30","0","0","","4104","4379","","16116","16563",""
"01.02.2019 03:30 - 01.02.2019 03:45","0","0","","4088","4417","","16147","16633",""
"01.02.2019 03:45 - 01.02.2019 04:00","0","0","","4139","4439","","16221","16570",""
"01.02.2019 04:00 - 01.02.2019 04:15","0","0","","4195","4537","","16282","16620",""
"01.02.2019 04:15 - 01.02.2019 04:30","0","0","","4243","4652","","16267","16563",""
"01.02.2019 04:30 - 01.02.2019 04:45","0","0","","4293","4709","","16250","16674",""
"01.02.2019 04:45 - 01.02.2019 05:00","0","0","","4347","4754","","16235","16638",""
"01.02.2019 05:00 - 01.02.2019 05:15","0","0","","4402","4826","","16212","16514",""
"01.02.2019 05:15 - 01.02.2019 05:30","0","0","","4456","4870","","16182","16341",""
"01.02.2019 05:30 - 01.02.2019 05:45","0","0","","4508","4869","","16156","16262",""
"01.02.2019 05:45 - 01.02.2019 06:00","0","0","","4559","4921","","16077","16224",""
"01.02.2019 06:00 - 01.02.2019 06:15","0","0","","4598","4993","","16233","16370",""
"01.02.2019 06:15 - 01.02.2019 06:30","0","0","","4631","5028","","16289","16442",""
"01.02.2019 06:30 - 01.02.2019 06:45","0","0","","4664","4975","","16344","16265",""
"01.02.2019 06:45 - 01.02.2019 07:00","0","0","","4698","5002","","16356","16041",""
"01.02.2019 07:00 - 01.02.2019 07:15","0","0","","4729","4929","","16351","15954",""
"01.02.2019 07:15 - 01.02.2019 07:30","0","0","","4754","4883","","16288","15961",""
"01.02.2019 07:30 - 01.02.2019 07:45","0","0","","4785","4883","","16212","15771",""
"01.02.2019 07:45 - 01.02.2019 08:00","27","21","","4812","4918","","16058","15625",""
"01.02.2019 08:00 - 01.02.2019 08:15","114","120","","4839","4946","","15871","15480",""
"01.02.2019 08:15 - 01.02.2019 08:30","281","258","","4858","4974","","15668","15241",""
"01.02.2019 08:30 - 01.02.2019 08:45","507","507","","4883","4999","","15458","15001",""
"01.02.2019 08:45 - 01.02.2019 09:00","789","816","","4906","5025","","15165","14686",""
"01.02.2019 09:00 - 01.02.2019 09:15","1107","1154","","4923","5051","","14871","14378",""
"01.02.2019 09:15 - 01.02.2019 09:30","1428","1509","","4937","5069","","14563","14039",""
"01.02.2019 09:30 - 01.02.2019 09:45","1758","1870","","4953","5085","","14255","13706",""
"01.02.2019 09:45 - 01.02.2019 10:00","2086","2223","","4966","5098","","13887","13356",""
"01.02.2019 10:00 - 01.02.2019 10:15","2407","2553","","4976","5131","","13534","13005",""
"01.02.2019 10:15 - 01.02.2019 10:30","2707","2874","","4962","5124","","13132","12681",""
"01.02.2019 10:30 - 01.02.2019 10:45","2979","3177","","4954","5115","","12738","12364",""
"01.02.2019 10:45 - 01.02.2019 11:00","3225","3461","","4938","5105","","12352","12041",""
"01.02.2019 11:00 - 01.02.2019 11:15","3449","3723","","4918","5090","","11970","11732",""
"01.02.2019 11:15 - 01.02.2019 11:30","3642","3956","","4900","5069","","11620","11428",""
"01.02.2019 11:30 - 01.02.2019 11:45","3775","4115","","4878","5050","","11280","11121",""
"01.02.2019 11:45 - 01.02.2019 12:00","3871","4219","","4861","5113","","10971","10873",""
"01.02.2019 12:00 - 01.02.2019 12:15","3937","4289","","5032","5073","","10744","10582",""
"01.02.2019 12:15 - 01.02.2019 12:30","3981","4331","","4990","5027","","10425","10237",""
"01.02.2019 12:30 - 01.02.2019 12:45","3960","4289","","4950","4977","","10106","9897",""
"01.02.2019 12:45 - 01.02.2019 13:00","3898","4213","","4915","4927","","9771","9571",""
"01.02.2019 13:00 - 01.02.2019 13:15","3820","4113","","4874","4882","","9446","9254",""
"01.02.2019 13:15 - 01.02.2019 13:30","3731","3991","","4821","4865","","9220","8976",""
"01.02.2019 13:30 - 01.02.2019 13:45","3589","3817","","4772","4847","","8992","8708",""
"01.02.2019 13:45 - 01.02.2019 14:00","3401","3610","","4720","4835","","8740","8446",""
"01.02.2019 14:00 - 01.02.2019 14:15","3181","3373","","4668","4801","","8490","8411",""
"01.02.2019 14:15 - 01.02.2019 14:30","2933","3126","","4612","4769","","8281","8240",""
"01.02.2019 14:30 - 01.02.2019 14:45","2654","2827","","4559","4742","","8076","8057",""
"01.02.2019 14:45 - 01.02.2019 15:00","2342","2494","","4495","4710","","7894","7895",""
"01.02.2019 15:00 - 01.02.2019 15:15","2008","2133","","4436","4681","","7723","7744",""
"01.02.2019 15:15 - 01.02.2019 15:30","1657","1756","","4367","4641","","7678","7660",""
"01.02.2019 15:30 - 01.02.2019 15:45","1293","1366","","4320","4601","","7662","7580",""
"01.02.2019 15:45 - 01.02.2019 16:00","960","1013","","4262","4556","","7682","7554",""
"01.02.2019 16:00 - 01.02.2019 16:15","656","687","","4205","4504","","7701","7534",""
"01.02.2019 16:15 - 01.02.2019 16:30","412","414","","4132","4461","","7750","7645",""
"01.02.2019 16:30 - 01.02.2019 16:45","226","216","","4059","4376","","7801","7713",""
"01.02.2019 16:45 - 01.02.2019 17:00","83","79","","3988","4292","","7870","7789",""
"01.02.2019 17:00 - 01.02.2019 17:15","16","17","","3918","4201","","7937","7873",""
"01.02.2019 17:15 - 01.02.2019 17:30","0","2","","3823","4103","","7924","7918",""
"01.02.2019 17:30 - 01.02.2019 17:45","0","1","","3729","4006","","7905","7969",""
"01.02.2019 17:45 - 01.02.2019 18:00","0","0","","3636","3897","","7883","8038",""
"01.02.2019 18:00 - 01.02.2019 18:15","0","0","","3541","3798","","7850","8079",""
"01.02.2019 18:15 - 01.02.2019 18:30","0","0","","3436","3721","","7791","8093",""
"01.02.2019 18:30 - 01.02.2019 18:45","0","0","","3331","3638","","7727","8106",""
"01.02.2019 18:45 - 01.02.2019 19:00","0","0","","3229","3553","","7663","8105",""
"01.02.2019 19:00 - 01.02.2019 19:15","0","0","","3125","3472","","7597","8076",""
"01.02.2019 19:15 - 01.02.2019 19:30","0","0","","3043","3373","","7402","7884",""
"01.02.2019 19:30 - 01.02.2019 19:45","0","0","","2965","3273","","7201","7695",""
"01.02.2019 19:45 - 01.02.2019 20:00","0","0","","2884","3178","","7026","7521",""
"01.02.2019 20:00 - 01.02.2019 20:15","0","0","","2807","3083","","6843","7348",""
"01.02.2019 20:15 - 01.02.2019 20:30","0","0","","2738","2989","","6659","7188",""
"01.02.2019 20:30 - 01.02.2019 20:45","0","0","","2664","2897","","6472","7027",""
"01.02.2019 20:45 - 01.02.2019 21:00","0","0","","2596","2797","","6284","6852",""
"01.02.2019 21:00 - 01.02.2019 21:15","0","0","","2528","2699","","6097","6666",""
"01.02.2019 21:15 - 01.02.2019 21:30","0","0","","2457","2604","","5934","6474",""
"01.02.2019 21:30 - 01.02.2019 21:45","0","0","","2385","2508","","5765","6291",""
"01.02.2019 21:45 - 01.02.2019 22:00","0","0","","2305","2420","","5610","6108",""
"01.02.2019 22:00 - 01.02.2019 22:15","0","0","","2226","2334","","5437","5915",""
"01.02.2019 22:15 - 01.02.2019 22:30","0","0","","2173","2274","","5320","5768",""
"01.02.2019 22:30 - 01.02.2019 22:45","0","0","","2117","2216","","5209","5616",""
"01.02.2019 22:45 - 01.02.2019 23:00","0","0","","2068","2155","","5102","5466",""
"01.02.2019 23:00 - 01.02.2019 23:15","0","0","","2029","2105","","4978","5318",""
"01.02.2019 23:15 - 01.02.2019 23:30","0","0","","1998","2065","","4899","5248",""
"01.02.2019 23:30 - 01.02.2019 23:45","0","0","","1971","2024","","4815","5177",""
"01.02.2019 23:45 - 02.02.2019 00:00","0","0","","1948","1982","","4734","5114",""
"02.02.2019 00:00 - 02.02.2019 00:15","0","0","","1659","1400","","4574","3999",""
"02.02.2019 00:15 - 02.02.2019 00:30","0","0","","1626","1327","","4543","3970",""
"02.02.2019 00:30 - 02.02.2019 00:45","0","0","","1587","1259","","4521","3957",""
"02.02.2019 00:45 - 02.02.2019 01:00","0","0","","1549","1215","","4510","3971",""
"02.02.2019 01:00 - 02.02.2019 01:15","0","0","","1521","1215","","4485","4055",""
"02.02.2019 01:15 - 02.02.2019 01:30","0","0","","1516","1187","","4432","3995",""
"02.02.2019 01:30 - 02.02.2019 01:45","0","0","","1517","1197","","4372","3904",""
"02.02.2019 01:45 - 02.02.2019 02:00","0","0","","1521","1218","","4313","3829",""
"02.02.2019 02:00 - 02.02.2019 02:15","0","0","","1524","1233","","4149","3704",""
"02.02.2019 02:15 - 02.02.2019 02:30","0","0","","1542","1212","","4107","3552",""
"02.02.2019 02:30 - 02.02.2019 02:45","0","0","","1555","1228","","4069","3455",""
"02.02.2019 02:45 - 02.02.2019 03:00","0","0","","1573","1238","","4024","3397",""
"02.02.2019 03:00 - 02.02.2019 03:15","0","0","","1594","1227","","3984","3411",""
"02.02.2019 03:15 - 02.02.2019 03:30","0","0","","1615","1235","","3936","3380",""
"02.02.2019 03:30 - 02.02.2019 03:45","0","0","","1637","1253","","3889","3415",""
"02.02.2019 03:45 - 02.02.2019 04:00","0","0","","1659","1298","","3849","3420",""
"02.02.2019 04:00 - 02.02.2019 04:15","0","0","","1684","1310","","3815","3378",""
"02.02.2019 04:15 - 02.02.2019 04:30","0","0","","1704","1326","","3785","3256",""
"02.02.2019 04:30 - 02.02.2019 04:45","0","0","","1722","1301","","3757","3228",""
"02.02.2019 04:45 - 02.02.2019 05:00","0","0","","1741","1283","","3735","3162",""
"02.02.2019 05:00 - 02.02.2019 05:15","0","0","","1763","1258","","3708","3150",""
"02.02.2019 05:15 - 02.02.2019 05:30","0","0","","1790","1207","","3659","3125",""
"02.02.2019 05:30 - 02.02.2019 05:45","0","0","","1813","1181","","3613","3143",""
"02.02.2019 05:45 - 02.02.2019 06:00","0","0","","1841","1161","","3551","3189",""
"02.02.2019 06:00 - 02.02.2019 06:15","0","0","","1869","1159","","3513","3217",""
"02.02.2019 06:15 - 02.02.2019 06:30","0","0","","1897","1115","","3484","3281",""
"02.02.2019 06:30 - 02.02.2019 06:45","0","0","","1920","1119","","3465","3263",""
"02.02.2019 06:45 - 02.02.2019 07:00","0","0","","1946","1167","","3454","3272",""
"02.02.2019 07:00 - 02.02.2019 07:15","0","0","","1964","1171","","3440","3263",""
"02.02.2019 07:15 - 02.02.2019 07:30","0","0","","1972","1224","","3411","3247",""
"02.02.2019 07:30 - 02.02.2019 07:45","1","0","","1979","1285","","3376","3332",""
"02.02.2019 07:45 - 02.02.2019 08:00","30","26","","1987","1287","","3349","3316",""
"02.02.2019 08:00 - 02.02.2019 08:15","107","86","","1997","1291","","3318","3285",""
"02.02.2019 08:15 - 02.02.2019 08:30","246","197","","2022","1305","","3311","3212",""
"02.02.2019 08:30 - 02.02.2019 08:45","448","366","","2046","1317","","3308","3140",""
"02.02.2019 08:45 - 02.02.2019 09:00","690","566","","2060","1332","","3284","3060",""
"02.02.2019 09:00 - 02.02.2019 09:15","954","786","","2071","1348","","3251","2971",""
"02.02.2019 09:15 - 02.02.2019 09:30","1226","1018","","2073","1374","","3227","2856",""
"02.02.2019 09:30 - 02.02.2019 09:45","1503","1252","","2077","1395","","3199","2754",""
"02.02.2019 09:45 - 02.02.2019 10:00","1779","1493","","2086","1412","","3189","2668",""
"02.02.2019 10:00 - 02.02.2019 10:15","2042","1733","","2092","1430","","3174","2579",""
"02.02.2019 10:15 - 02.02.2019 10:30","2305","1974","","2089","1415","","3104","2494",""
"02.02.2019 10:30 - 02.02.2019 10:45","2569","2222","","2086","1399","","3036","2422",""
"02.02.2019 10:45 - 02.02.2019 11:00","2828","2479","","2081","1380","","2963","2359",""
"02.02.2019 11:00 - 02.02.2019 11:15","3066","2723","","2073","1365","","2903","2297",""
"02.02.2019 11:15 - 02.02.2019 11:30","3287","2944","","2068","1345","","2869","2261",""
"02.02.2019 11:30 - 02.02.2019 11:45","3459","3119","","2057","1325","","2844","2226",""
"02.02.2019 11:45 - 02.02.2019 12:00","3601","3257","","2048","1311","","2817","2178",""
"02.02.2019 12:00 - 02.02.2019 12:15","3709","3365","","2037","1298","","2794","2140",""
"02.02.2019 12:15 - 02.02.2019 12:30","3790","3438","","2043","1287","","2799","2139",""
"02.02.2019 12:30 - 02.02.2019 12:45","3831","3471","","2048","1276","","2799","2135",""
"02.02.2019 12:45 - 02.02.2019 13:00","3837","3470","","2056","1260","","2813","2129",""
"02.02.2019 13:00 - 02.02.2019 13:15","3812","3440","","2064","1252","","2826","2118",""
"02.02.2019 13:15 - 02.02.2019 13:30","3754","3380","","2091","1274","","2833","2134",""
"02.02.2019 13:30 - 02.02.2019 13:45","3645","3265","","2115","1294","","2839","2155",""
"02.02.2019 13:45 - 02.02.2019 14:00","3504","3118","","2145","1306","","2842","2174",""
"02.02.2019 14:00 - 02.02.2019 14:15","3344","2944","","2180","1395","","2844","1977",""
"02.02.2019 14:15 - 02.02.2019 14:30","3122","2747","","2204","1413","","2881","2006",""
"02.02.2019 14:30 - 02.02.2019 14:45","2842","2489","","2230","1431","","2918","2031",""
"02.02.2019 14:45 - 02.02.2019 15:00","2521","2204","","2254","1446","","2959","2059",""
"02.02.2019 15:00 - 02.02.2019 15:15","2180","1905","","2282","1466","","3009","2096",""
"02.02.2019 15:15 - 02.02.2019 15:30","1830","1598","","2290","1488","","3106","2154",""
"02.02.2019 15:30 - 02.02.2019 15:45","1450","1264","","2302","1512","","3206","2211",""
"02.02.2019 15:45 - 02.02.2019 16:00","1106","964","","2302","1538","","3313","2281",""
"02.02.2019 16:00 - 02.02.2019 16:15","771","675","","2301","1566","","3425","2355",""
"02.02.2019 16:15 - 02.02.2019 16:30","486","425","","2291","1573","","3540","2487",""
"02.02.2019 16:30 - 02.02.2019 16:45","276","243","","2285","1577","","3655","2623",""
"02.02.2019 16:45 - 02.02.2019 17:00","120","108","","2270","1584","","3778","2755",""
"02.02.2019 17:00 - 02.02.2019 17:15","32","31","","2259","1584","","3906","2897",""
"02.02.2019 17:15 - 02.02.2019 17:30","2","5","","2254","1579","","4050","3066",""
"02.02.2019 17:30 - 02.02.2019 17:45","0","2","","2242","1579","","4204","3227",""
"02.02.2019 17:45 - 02.02.2019 18:00","0","1","","2236","1584","","4347","3388",""
"02.02.2019 18:00 - 02.02.2019 18:15","0","0","","2222","1581","","4496","3551",""
"02.02.2019 18:15 - 02.02.2019 18:30","0","0","","2189","1580","","4630","3688",""
"02.02.2019 18:30 - 02.02.2019 18:45","0","0","","2152","1578","","4767","3829",""
"02.02.2019 18:45 - 02.02.2019 19:00","0","0","","2116","1574","","4900","3962",""
"02.02.2019 19:00 - 02.02.2019 19:15","0","0","","2071","1573","","5026","4089",""
"02.02.2019 19:15 - 02.02.2019 19:30","0","0","","2065","1567","","5070","4153",""
"02.02.2019 19:30 - 02.02.2019 19:45","0","0","","2062","1566","","5118","4218",""
"02.02.2019 19:45 - 02.02.2019 20:00","0","0","","2054","1572","","5166","4278",""
"02.02.2019 20:00 - 02.02.2019 20:15","0","0","","2051","1576","","5211","4290",""
"02.02.2019 20:15 - 02.02.2019 20:30","0","0","","2049","1580","","5245","4348",""
"02.02.2019 20:30 - 02.02.2019 20:45","0","0","","2049","1583","","5280","4407",""
"02.02.2019 20:45 - 02.02.2019 21:00","0","0","","2045","1582","","5319","4466",""
"02.02.2019 21:00 - 02.02.2019 21:15","0","0","","2052","1577","","5351","4539",""
"02.02.2019 21:15 - 02.02.2019 21:30","0","0","","2068","1579","","5352","4597",""
"02.02.2019 21:30 - 02.02.2019 21:45","0","0","","2093","1581","","5349","4656",""
"02.02.2019 21:45 - 02.02.2019 22:00","0","0","","2118","1578","","5348","4717",""
"02.02.2019 22:00 - 02.02.2019 22:15","0","0","","2143","1577","","5321","4769",""
"02.02.2019 22:15 - 02.02.2019 22:30","0","0","","2165","1622","","5360","4818",""
"02.02.2019 22:30 - 02.02.2019 22:45","0","0","","2185","1657","","5392","4876",""
"02.02.2019 22:45 - 02.02.2019 23:00","0","0","","2197","1696","","5434","4935",""
"02.02.2019 23:00 - 02.02.2019 23:15","0","0","","2220","1743","","5480","4993",""
"02.02.2019 23:15 - 02.02.2019 23:30","0","0","","2269","1815","","5506","5045",""
"02.02.2019 23:30 - 02.02.2019 23:45","0","0","","2315","1887","","5545","5091",""
"02.02.2019 23:45 - 03.02.2019 00:00","0","0","","2358","1960","","5594","5138",""
"03.02.2019 00:00 - 03.02.2019 00:15","0","0","","2498","2757","","5087","5696",""
"03.02.2019 00:15 - 03.02.2019 00:30","0","0","","2613","2743","","5240","5638",""
"03.02.2019 00:30 - 03.02.2019 00:45","0","0","","2733","2825","","5393","5805",""
